
MST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2015-5-19,30,21,12,-2,-6,-9,24,17,9,1016,1012,1009,16,16,14,23,8,31,0.00,0,,204<br />
2015-5-20,33,24,14,2,-4,-9,31,19,6,1015,1010,1007,16,16,16,32,12,39,0.00,0,,198<br />
2015-5-21,31,23,16,2,-2,-6,35,23,10,1014,1009,1006,16,16,16,42,14,55,0.00,0,,200<br />
2015-5-22,28,21,12,3,-3,-7,35,23,10,1013,1011,1009,16,16,11,42,19,58,0.00,0,,213<br />
2015-5-23,26,19,12,2,-1,-4,46,31,15,1015,1013,1010,16,16,16,26,10,34,0.00,0,,281<br />
2015-5-24,28,21,14,3,1,-1,43,29,15,1014,1010,1007,16,16,16,24,12,32,0.00,1,,208<br />
2015-5-25,31,23,14,5,2,-3,51,31,11,1012,1011,1009,16,16,16,24,10,32,0.00,0,,277<br />
2015-5-26,34,25,16,3,-1,-8,37,22,6,1015,1011,1008,16,16,16,27,10,39,0.00,0,,184<br />
2015-5-27,36,27,17,1,-5,-14,31,18,4,1015,1011,1008,16,16,16,27,11,35,0.00,0,,199<br />
2015-5-28,36,27,17,1,-3,-6,30,18,6,1015,1011,1008,16,16,16,29,11,37,0.00,0,,237<br />
2015-5-29,37,28,18,2,-1,-4,29,19,8,1017,1010,1007,16,16,16,27,11,37,0.00,0,,284<br />
2015-5-30,39,29,19,3,-1,-4,32,20,7,1017,1011,1007,16,16,16,26,8,35,0.00,0,,244<br />
2015-5-31,40,31,21,3,1,-1,28,18,8,1016,1010,1006,16,16,16,26,11,37,0.00,0,,238<br />
